,sdr_id,sr_id,business_segment,lead_type,business_type,declared_product_catalog_size,declared_monthly_revenue
0,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_medium,reseller,,0.0
1,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,car_accessories,industry,reseller,,0.0
2,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,home_appliances,online_big,reseller,,0.0
3,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,food_drink,online_small,reseller,,0.0
4,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3,home_appliances,industry,manufacturer,,0.0
5,fdb16d3cbbeb5798f2f66c4096be026d,495d4e95a8cf8bbf8b432b612a2aa328,health_beauty,online_medium,manufacturer,,0.0
6,4b339f9567d060bcea4f5136b9f5949e,85fc447d336637ba1df43e793199fbc8,computers,online_medium,reseller,,0.0
7,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,offline,manufacturer,,0.0
8,f42a2bd194f7802ab052a815c8de65b7,6565aa9ce3178a5caf6171827af3a9ba,household_utilities,offline,reseller,,0.0
9,9d12ef1a7eca3ec58c545c678af7869c,9e4d1098a3b0f5da39b0bc48f9876645,household_utilities,online_medium,manufacturer,,0.0
10,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_medium,reseller,,0.0
11,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,construction_tools_house_garden,online_big,reseller,,0.0
12,09285259593c61296eef10c734121d5b,2695de1affa7750089c0455f8ce27021,household_utilities,online_medium,reseller,,0.0
13,4b339f9567d060bcea4f5136b9f5949e,9ae085775a198122c5586fa830ff7f2b,toys,online_big,reseller,,0.0
14,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b,sports_leisure,online_medium,reseller,,0.0
15,f42a2bd194f7802ab052a815c8de65b7,495d4e95a8cf8bbf8b432b612a2aa328,stationery,industry,reseller,2000.0,100000.0
16,09285259593c61296eef10c734121d5b,060c0a26f19f4d66b42e0d8796688490,food_drink,online_medium,manufacturer,,0.0
17,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,food_supplement,industry,manufacturer,,0.0
18,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,home_decor,online_medium,manufacturer,,0.0
19,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_top,reseller,,0.0
20,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,bed_bath_table,offline,reseller,,0.0
21,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,health_beauty,online_small,reseller,,0.0
22,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,watches,online_big,reseller,,0.0
23,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,fashion_accessories,online_beginner,manufacturer,,0.0
24,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,jewerly,online_medium,manufacturer,,0.0
25,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,home_decor,industry,manufacturer,,0.0
26,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_small,reseller,,0.0
27,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,household_utilities,industry,reseller,,0.0
28,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,computers,online_beginner,reseller,,0.0
29,370c9f455f93a9a96cbe9bea48e70033,85fc447d336637ba1df43e793199fbc8,party,online_medium,manufacturer,,0.0
30,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,small_appliances,online_medium,reseller,,0.0
31,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,food_supplement,online_small,reseller,,0.0
32,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,health_beauty,online_medium,reseller,,0.0
33,09285259593c61296eef10c734121d5b,fbf4aef3f6915dc0c3c97d6812522f6a,audio_video_electronics,industry,reseller,,0.0
34,e7dff61b78bebffa71678e126ce669ad,068066e24f0c643eb1d089c7dd20cd73,computers,online_medium,reseller,80.0,0.0
35,34d40cdaf94010a1d05b0d6212f9e909,85fc447d336637ba1df43e793199fbc8,pet,industry,manufacturer,,0.0
36,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,food_drink,online_medium,manufacturer,,0.0
37,6aa3b86a83d784b05f0e37e26b20860d,de63de0d10a6012430098db33c679b0b,health_beauty,online_medium,reseller,15.0,20000.0
38,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,bed_bath_table,online_beginner,manufacturer,,0.0
39,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,car_accessories,online_medium,reseller,,0.0
40,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c,health_beauty,online_medium,reseller,,0.0
41,084b6fbb10729ed4da8c3d3f5a3ae7c9,0a0fb2b07d841f84fb6714e35c723075,other,other,other,120.0,6000.0
42,068066e24f0c643eb1d089c7dd20cd73,2695de1affa7750089c0455f8ce27021,fashion_accessories,online_beginner,manufacturer,,0.0
43,9d12ef1a7eca3ec58c545c678af7869c,c638112b43f1d1b86dcabb0da720c901,home_decor,offline,manufacturer,,0.0
44,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,audio_video_electronics,offline,reseller,,0.0
45,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645,home_decor,online_big,reseller,,0.0
46,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,home_decor,online_big,manufacturer,,0.0
47,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,car_accessories,online_medium,reseller,,0.0
48,fdb16d3cbbeb5798f2f66c4096be026d,060c0a26f19f4d66b42e0d8796688490,food_drink,industry,manufacturer,,0.0
49,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_medium,manufacturer,,0.0
50,34d40cdaf94010a1d05b0d6212f9e909,a8387c01a09e99ce014107505b92388c,food_supplement,online_beginner,reseller,,0.0
51,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,audio_video_electronics,online_big,reseller,,0.0
52,56bf83c4bb35763a51c2baab501b4c67,fbf4aef3f6915dc0c3c97d6812522f6a,construction_tools_house_garden,offline,reseller,,0.0
53,34d40cdaf94010a1d05b0d6212f9e909,495d4e95a8cf8bbf8b432b612a2aa328,bags_backpacks,industry,manufacturer,,0.0
54,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_medium,reseller,,0.0
55,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,construction_tools_house_garden,online_medium,manufacturer,,0.0
56,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,jewerly,online_small,reseller,,0.0
57,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,audio_video_electronics,online_small,reseller,,0.0
58,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,home_decor,online_medium,manufacturer,,0.0
59,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,toys,online_big,reseller,1000.0,180000.0
60,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,small_appliances,online_big,reseller,,0.0
61,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,home_office_furniture,offline,manufacturer,,0.0
62,068066e24f0c643eb1d089c7dd20cd73,6565aa9ce3178a5caf6171827af3a9ba,home_decor,online_medium,reseller,,0.0
63,56bf83c4bb35763a51c2baab501b4c67,6565aa9ce3178a5caf6171827af3a9ba,car_accessories,online_medium,reseller,,0.0
64,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,car_accessories,online_big,reseller,,0.0
65,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,health_beauty,online_medium,reseller,,0.0
66,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,pet,online_small,reseller,,0.0
67,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,home_decor,online_small,manufacturer,,0.0
68,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,food_drink,offline,reseller,,0.0
69,0a0fb2b07d841f84fb6714e35c723075,4ef15afb4b2723d8f3d81e51ec7afefe,music_instruments,industry,reseller,,0.0
70,45749fb708130f78d0db07d8d80f030b,34d40cdaf94010a1d05b0d6212f9e909,bed_bath_table,online_medium,reseller,50.0,30000.0
71,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,computers,offline,reseller,,0.0
72,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,pet,online_top,reseller,,0.0
73,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,home_decor,online_medium,manufacturer,,0.0
74,34d40cdaf94010a1d05b0d6212f9e909,de63de0d10a6012430098db33c679b0b,car_accessories,online_big,reseller,,0.0
75,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba,household_utilities,online_small,reseller,,0.0
76,a8387c01a09e99ce014107505b92388c,060c0a26f19f4d66b42e0d8796688490,car_accessories,online_medium,reseller,,0.0
77,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,audio_video_electronics,online_medium,reseller,,0.0
78,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,food_drink,industry,reseller,,0.0
79,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,health_beauty,online_medium,reseller,,0.0
80,34d40cdaf94010a1d05b0d6212f9e909,060c0a26f19f4d66b42e0d8796688490,computers,online_beginner,reseller,,0.0
81,e7dff61b78bebffa71678e126ce669ad,a8387c01a09e99ce014107505b92388c,construction_tools_house_garden,online_beginner,reseller,4.0,6.0
82,9e4d1098a3b0f5da39b0bc48f9876645,fbf4aef3f6915dc0c3c97d6812522f6a,home_decor,online_small,reseller,,0.0
83,068066e24f0c643eb1d089c7dd20cd73,060c0a26f19f4d66b42e0d8796688490,construction_tools_house_garden,industry,reseller,,0.0
84,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,computers,online_beginner,reseller,,0.0
85,9e4d1098a3b0f5da39b0bc48f9876645,495d4e95a8cf8bbf8b432b612a2aa328,home_decor,online_small,reseller,,0.0
86,e7dff61b78bebffa71678e126ce669ad,2695de1affa7750089c0455f8ce27021,audio_video_electronics,online_medium,reseller,50.0,0.0
87,9d12ef1a7eca3ec58c545c678af7869c,56bf83c4bb35763a51c2baab501b4c67,home_office_furniture,online_medium,reseller,,0.0
88,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,home_decor,online_medium,manufacturer,,0.0
89,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,online_big,manufacturer,,0.0
90,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645,home_appliances,online_medium,reseller,,0.0
91,09285259593c61296eef10c734121d5b,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_medium,reseller,,0.0
92,4b339f9567d060bcea4f5136b9f5949e,2695de1affa7750089c0455f8ce27021,food_supplement,industry,manufacturer,,0.0
93,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,car_accessories,online_medium,reseller,,0.0
94,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645,books,online_big,reseller,,0.0
95,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,construction_tools_house_garden,online_big,manufacturer,,0.0
96,f42a2bd194f7802ab052a815c8de65b7,4ef15afb4b2723d8f3d81e51ec7afefe,household_utilities,,reseller,,0.0
97,e7dff61b78bebffa71678e126ce669ad,9ae085775a198122c5586fa830ff7f2b,stationery,industry,reseller,,0.0
98,f42a2bd194f7802ab052a815c8de65b7,9ae085775a198122c5586fa830ff7f2b,home_decor,online_medium,reseller,,0.0
99,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,household_utilities,industry,reseller,,0.0
100,f42a2bd194f7802ab052a815c8de65b7,9d12ef1a7eca3ec58c545c678af7869c,construction_tools_house_garden,offline,reseller,400.0,100000.0
101,4b339f9567d060bcea4f5136b9f5949e,85fc447d336637ba1df43e793199fbc8,car_accessories,online_top,reseller,,0.0
102,4b339f9567d060bcea4f5136b9f5949e,4b339f9567d060bcea4f5136b9f5949e,car_accessories,online_big,reseller,,0.0
103,068066e24f0c643eb1d089c7dd20cd73,85fc447d336637ba1df43e793199fbc8,audio_video_electronics,online_big,reseller,,0.0
104,9e4d1098a3b0f5da39b0bc48f9876645,85fc447d336637ba1df43e793199fbc8,baby,online_small,manufacturer,,0.0
105,0a0fb2b07d841f84fb6714e35c723075,495d4e95a8cf8bbf8b432b612a2aa328,books,online_big,reseller,,0.0
106,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,home_office_furniture,industry,reseller,,0.0
107,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,health_beauty,online_big,reseller,,0.0
108,9749123c950bf8363ace42cb1c2d0815,2695de1affa7750089c0455f8ce27021,home_decor,online_big,reseller,800.0,100000.0
109,b90f87164b5f8c2cfa5c8572834dbe3f,56bf83c4bb35763a51c2baab501b4c67,car_accessories,online_medium,reseller,,0.0
110,9e4d1098a3b0f5da39b0bc48f9876645,9ae085775a198122c5586fa830ff7f2b,household_utilities,offline,reseller,,0.0
111,0a0fb2b07d841f84fb6714e35c723075,9e4d1098a3b0f5da39b0bc48f9876645,home_office_furniture,online_beginner,reseller,,0.0
112,9e4d1098a3b0f5da39b0bc48f9876645,85fc447d336637ba1df43e793199fbc8,sports_leisure,online_medium,reseller,,0.0
113,4b339f9567d060bcea4f5136b9f5949e,9ae085775a198122c5586fa830ff7f2b,books,online_medium,manufacturer,,0.0
114,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a,pet,online_medium,reseller,,0.0
115,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,household_utilities,industry,manufacturer,,0.0
116,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,party,offline,manufacturer,,0.0
117,f42a2bd194f7802ab052a815c8de65b7,d3d1e91a157ea7f90548eef82f1955e3,audio_video_electronics,online_beginner,reseller,5.0,0.0
118,370c9f455f93a9a96cbe9bea48e70033,4ef15afb4b2723d8f3d81e51ec7afefe,food_drink,online_medium,reseller,,0.0
119,282f16e20d50cb18d05182e80f6b9dd6,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_big,reseller,100.0,150000.0
120,9e4d1098a3b0f5da39b0bc48f9876645,c638112b43f1d1b86dcabb0da720c901,audio_video_electronics,online_medium,reseller,,0.0
121,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,health_beauty,online_medium,manufacturer,,0.0
122,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,home_decor,online_medium,reseller,,0.0
123,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,air_conditioning,online_medium,reseller,,0.0
124,f42a2bd194f7802ab052a815c8de65b7,de63de0d10a6012430098db33c679b0b,household_utilities,offline,reseller,,0.0
125,370c9f455f93a9a96cbe9bea48e70033,34d40cdaf94010a1d05b0d6212f9e909,car_accessories,offline,reseller,50.0,10000.0
126,9d12ef1a7eca3ec58c545c678af7869c,068066e24f0c643eb1d089c7dd20cd73,pet,online_small,reseller,,0.0
127,fdb16d3cbbeb5798f2f66c4096be026d,9ae085775a198122c5586fa830ff7f2b,car_accessories,industry,reseller,,0.0
128,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,audio_video_electronics,industry,reseller,,0.0
129,a8387c01a09e99ce014107505b92388c,fbf4aef3f6915dc0c3c97d6812522f6a,sports_leisure,online_medium,manufacturer,,0.0
130,e7dff61b78bebffa71678e126ce669ad,4b339f9567d060bcea4f5136b9f5949e,health_beauty,online_medium,reseller,300.0,25000.0
131,9e4d1098a3b0f5da39b0bc48f9876645,495d4e95a8cf8bbf8b432b612a2aa328,household_utilities,online_medium,reseller,,0.0
132,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,car_accessories,online_medium,reseller,,0.0
133,56bf83c4bb35763a51c2baab501b4c67,56bf83c4bb35763a51c2baab501b4c67,food_supplement,offline,reseller,,0.0
134,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe,bed_bath_table,online_big,reseller,,0.0
135,0a0fb2b07d841f84fb6714e35c723075,495d4e95a8cf8bbf8b432b612a2aa328,audio_video_electronics,industry,reseller,,0.0
136,4b339f9567d060bcea4f5136b9f5949e,2695de1affa7750089c0455f8ce27021,audio_video_electronics,online_beginner,reseller,,0.0
137,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3,household_utilities,online_medium,reseller,,0.0
138,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,home_decor,online_beginner,manufacturer,,0.0
139,56bf83c4bb35763a51c2baab501b4c67,2695de1affa7750089c0455f8ce27021,pet,offline,reseller,,0.0
140,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_small,reseller,,0.0
141,9e4d1098a3b0f5da39b0bc48f9876645,2695de1affa7750089c0455f8ce27021,sports_leisure,online_big,reseller,,0.0
142,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,household_utilities,online_medium,reseller,,0.0
143,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,audio_video_electronics,industry,manufacturer,,0.0
144,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,home_decor,online_big,reseller,,0.0
145,4b339f9567d060bcea4f5136b9f5949e,2695de1affa7750089c0455f8ce27021,home_appliances,online_medium,reseller,,0.0
146,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,health_beauty,online_medium,manufacturer,,0.0
147,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,health_beauty,online_big,reseller,,0.0
148,56bf83c4bb35763a51c2baab501b4c67,fbf4aef3f6915dc0c3c97d6812522f6a,audio_video_electronics,online_small,reseller,,0.0
149,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3,books,online_medium,reseller,,0.0
150,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,home_decor,online_big,reseller,,0.0
151,370c9f455f93a9a96cbe9bea48e70033,56bf83c4bb35763a51c2baab501b4c67,sports_leisure,online_medium,reseller,,0.0
152,fdb16d3cbbeb5798f2f66c4096be026d,fbf4aef3f6915dc0c3c97d6812522f6a,construction_tools_house_garden,online_medium,manufacturer,,0.0
153,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,car_accessories,online_medium,reseller,,0.0
154,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,health_beauty,online_big,reseller,,0.0
155,9d12ef1a7eca3ec58c545c678af7869c,de63de0d10a6012430098db33c679b0b,household_utilities,online_big,reseller,1000.0,0.0
156,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,health_beauty,online_medium,reseller,,0.0
157,34d40cdaf94010a1d05b0d6212f9e909,068066e24f0c643eb1d089c7dd20cd73,home_decor,industry,reseller,,0.0
158,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,construction_tools_house_garden,online_big,reseller,,0.0
159,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,food_drink,online_beginner,manufacturer,,0.0
160,56bf83c4bb35763a51c2baab501b4c67,495d4e95a8cf8bbf8b432b612a2aa328,health_beauty,offline,reseller,,0.0
161,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,phone_mobile,industry,reseller,,0.0
162,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,music_instruments,online_medium,reseller,,0.0
163,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,construction_tools_house_garden,online_medium,reseller,,0.0
164,370c9f455f93a9a96cbe9bea48e70033,d3d1e91a157ea7f90548eef82f1955e3,audio_video_electronics,online_medium,reseller,,0.0
165,9d12ef1a7eca3ec58c545c678af7869c,d3d1e91a157ea7f90548eef82f1955e3,small_appliances,online_big,reseller,,0.0
166,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,car_accessories,online_beginner,reseller,,0.0
167,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,sports_leisure,online_small,manufacturer,,0.0
